INTERVAL;M_DATE;PRICE_ZONE_ID;POWER_SYS_ID;E_USE_FACT;E_USE_PLAN;GEN_FACT;GEN_PLAN
17;29.02.2020 0:00:00;1;550000;13143;12952;13683;13442
18;29.02.2020 0:00:00;1;550000;13490;13556;14476;14234
19;29.02.2020 0:00:00;1;550000;13488;13346;14199;13804
20;29.02.2020 0:00:00;1;550000;13258;13159;13352;13387
21;29.02.2020 0:00:00;1;550000;12809;12657;12541;12245
22;29.02.2020 0:00:00;1;550000;12040;11962;11557;11172
23;29.02.2020 0:00:00;1;550000;11387;11279;10450;10293
0;01.03.2020 0:00:00;1;550000;10925;10817;9992;9780
1;01.03.2020 0:00:00;1;550000;10573;10575;9605;9441
2;01.03.2020 0:00:00;1;550000;10308;10489;9461;9562
3;01.03.2020 0:00:00;1;550000;10472;10304;9542;9587
4;01.03.2020 0:00:00;1;550000;10452;10545;9867;9744
5;01.03.2020 0:00:00;1;550000;10708;10707;9766;9657
6;01.03.2020 0:00:00;1;550000;10930;11110;10566;10585
7;01.03.2020 0:00:00;1;550000;11457;11566;10788;10481
8;01.03.2020 0:00:00;1;550000;12223;12278;11499;11164
9;01.03.2020 0:00:00;1;550000;12461;12607;12294;12227
10;01.03.2020 0:00:00;1;550000;12556;12642;12460;12585
11;01.03.2020 0:00:00;1;550000;12452;12545;12598;12425
12;01.03.2020 0:00:00;1;550000;12398;12370;12335;12198
13;01.03.2020 0:00:00;1;550000;12268;12346;12369;12008
14;01.03.2020 0:00:00;1;550000;12289;12270;12671;12364
15;01.03.2020 0:00:00;1;550000;12386;12320;12569;12386
16;01.03.2020 0:00:00;1;550000;12468;12385;12667;12438
17;01.03.2020 0:00:00;1;550000;12889;12892;13043;12869
18;01.03.2020 0:00:00;1;550000;13778;13473;13964;13726
19;01.03.2020 0:00:00;1;550000;13653;13334;13436;13325
20;01.03.2020 0:00:00;1;550000;13433;13087;13226;12969
21;01.03.2020 0:00:00;1;550000;13006;12749;12841;12643
22;01.03.2020 0:00:00;1;550000;11976;12028;11653;11535
23;01.03.2020 0:00:00;1;550000;11441;11388;10632;10482
0;02.03.2020 0:00:00;1;550000;10829;10919;9774;9591
1;02.03.2020 0:00:00;1;550000;10521;10563;9662;9408
2;02.03.2020 0:00:00;1;550000;10438;10409;9701;9427
3;02.03.2020 0:00:00;1;550000;10408;10386;9739;9212
4;02.03.2020 0:00:00;1;550000;10790;10563;9958;9596
5;02.03.2020 0:00:00;1;550000;11352;11259;10657;9901
6;02.03.2020 0:00:00;1;550000;12146;12044;11876;12074
7;02.03.2020 0:00:00;1;550000;12828;12710;12569;12427
8;02.03.2020 0:00:00;1;550000;13405;13317;13480;13406
9;02.03.2020 0:00:00;1;550000;13362;13438;13978;13636
10;02.03.2020 0:00:00;1;550000;13133;13335;13727;13673
11;02.03.2020 0:00:00;1;550000;12999;13114;13501;13278
12;02.03.2020 0:00:00;1;550000;12824;12844;13461;13123
13;02.03.2020 0:00:00;1;550000;12772;12753;13418;13227
14;02.03.2020 0:00:00;1;550000;12598;12635;13395;13258
15;02.03.2020 0:00:00;1;550000;12411;12571;13235;13109
16;02.03.2020 0:00:00;1;550000;12502;12438;13317;13211
17;02.03.2020 0:00:00;1;550000;13001;12951;13381;13365
18;02.03.2020 0:00:00;1;550000;13798;13661;14162;14118
19;02.03.2020 0:00:00;1;550000;13627;13604;13387;13593
20;02.03.2020 0:00:00;1;550000;13448;13468;13133;13350
21;02.03.2020 0:00:00;1;550000;12851;12856;12903;13127
22;02.03.2020 0:00:00;1;550000;12043;12011;12086;12092
23;02.03.2020 0:00:00;1;550000;11421;11297;11631;11283
0;03.03.2020 0:00:00;1;550000;10897;10829;10245;10097
1;03.03.2020 0:00:00;1;550000;10632;10514;10316;9936
2;03.03.2020 0:00:00;1;550000;10496;10414;10075;9735
3;03.03.2020 0:00:00;1;550000;10524;10370;10381;9944
4;03.03.2020 0:00:00;1;550000;10793;10687;10042;9737
5;03.03.2020 0:00:00;1;550000;11518;11217;10681;10371
6;03.03.2020 0:00:00;1;550000;12168;12023;11267;11463
7;03.03.2020 0:00:00;1;550000;12745;12588;12389;12327
8;03.03.2020 0:00:00;1;550000;13140;13131;13780;13553
9;03.03.2020 0:00:00;1;550000;13078;13074;13770;13678
10;03.03.2020 0:00:00;1;550000;12584;12917;13177;13291
11;03.03.2020 0:00:00;1;550000;12419;12566;13207;13114
12;03.03.2020 0:00:00;1;550000;12268;12502;13139;12911
13;03.03.2020 0:00:00;1;550000;12213;12315;13171;12920
14;03.03.2020 0:00:00;1;550000;12168;12146;12968;12693
15;03.03.2020 0:00:00;1;550000;12095;12248;12965;12857
16;03.03.2020 0:00:00;1;550000;12165;12231;13017;12905
17;03.03.2020 0:00:00;1;550000;12679;12696;13596;13345
18;03.03.2020 0:00:00;1;550000;13581;13419;14186;14000
19;03.03.2020 0:00:00;1;550000;13501;13435;13836;13661
20;03.03.2020 0:00:00;1;550000;13178;13167;13367;13530
21;03.03.2020 0:00:00;1;550000;12659;12678;13063;12945
22;03.03.2020 0:00:00;1;550000;11750;11862;11595;11350
23;03.03.2020 0:00:00;1;550000;11090;11100;10820;10450
0;04.03.2020 0:00:00;1;550000;10637;10605;10421;9913
1;04.03.2020 0:00:00;1;550000;10237;10306;10041;9706
2;04.03.2020 0:00:00;1;550000;10310;10195;10014;9702
3;04.03.2020 0:00:00;1;550000;10229;10196;10011;9770
4;04.03.2020 0:00:00;1;550000;10403;10403;10119;9806
5;04.03.2020 0:00:00;1;550000;11049;11021;10407;10193
6;04.03.2020 0:00:00;1;550000;11788;11699;11558;11489
7;04.03.2020 0:00:00;1;550000;12409;12319;12225;12226
8;04.03.2020 0:00:00;1;550000;12761;12762;13532;13242
9;04.03.2020 0:00:00;1;550000;12467;12820;13064;13449
10;04.03.2020 0:00:00;1;550000;12241;12553;13534;13196
11;04.03.2020 0:00:00;1;550000;11998;12072;13201;12951
12;04.03.2020 0:00:00;1;550000;12004;11920;13139;12769
13;04.03.2020 0:00:00;1;550000;11834;11694;13022;12579
14;04.03.2020 0:00:00;1;550000;11726;11589;12459;12527
15;04.03.2020 0:00:00;1;550000;11653;11610;12569;12408
16;04.03.2020 0:00:00;1;550000;11430;11611;12354;12473
17;04.03.2020 0:00:00;1;550000;11863;12274;12570;12700
18;04.03.2020 0:00:00;1;550000;12992;13189;14014;13706
19;04.03.2020 0:00:00;1;550000;12950;12962;13456;13256
20;04.03.2020 0:00:00;1;550000;12956;12668;13325;12964
21;04.03.2020 0:00:00;1;550000;12382;12187;12521;12194
22;04.03.2020 0:00:00;1;550000;11343;11490;11477;11328
23;04.03.2020 0:00:00;1;550000;10685;10845;10469;10453
0;05.03.2020 0:00:00;1;550000;10267;10398;9948;9668
1;05.03.2020 0:00:00;1;550000;10041;10100;9662;9431
2;05.03.2020 0:00:00;1;550000;9842;9972;9558;9400
3;05.03.2020 0:00:00;1;550000;9811;9944;9773;9416
4;05.03.2020 0:00:00;1;550000;10191;10137;9740;9525
5;05.03.2020 0:00:00;1;550000;10970;10751;10470;9805
6;05.03.2020 0:00:00;1;550000;11434;11518;11514;11605
7;05.03.2020 0:00:00;1;550000;12150;12080;12069;12063
8;05.03.2020 0:00:00;1;550000;12534;12490;12979;12853
9;05.03.2020 0:00:00;1;550000;12473;12384;13080;12982
10;05.03.2020 0:00:00;1;550000;12223;12189;13107;12996
11;05.03.2020 0:00:00;1;550000;11981;11988;13180;12813
12;05.03.2020 0:00:00;1;550000;11759;11835;13095;12720
13;05.03.2020 0:00:00;1;550000;11918;11688;13062;12635
14;05.03.2020 0:00:00;1;550000;11696;11545;12859;12674
15;05.03.2020 0:00:00;1;550000;11887;11518;12849;12398
16;05.03.2020 0:00:00;1;550000;11778;11523;13300;12381
17;05.03.2020 0:00:00;1;550000;12234;12091;13471;13369
18;05.03.2020 0:00:00;1;550000;13162;13028;14033;13824
19;05.03.2020 0:00:00;1;550000;12946;12900;13677;13466
20;05.03.2020 0:00:00;1;550000;12985;12749;12985;13296
21;05.03.2020 0:00:00;1;550000;12296;12195;13129;12988
22;05.03.2020 0:00:00;1;550000;11648;11443;12212;12203
23;05.03.2020 0:00:00;1;550000;10749;10783;11083;10800
0;06.03.2020 0:00:00;1;550000;10517;10260;10746;10464
1;06.03.2020 0:00:00;1;550000;10090;9929;10151;9968
2;06.03.2020 0:00:00;1;550000;9875;9828;9960;9664
3;06.03.2020 0:00:00;1;550000;9919;9857;10223;9793
4;06.03.2020 0:00:00;1;550000;10186;10098;10391;10080
5;06.03.2020 0:00:00;1;550000;10790;10811;10844;10459
6;06.03.2020 0:00:00;1;550000;11536;11483;12389;12499
7;06.03.2020 0:00:00;1;550000;12150;12146;12734;12739
8;06.03.2020 0:00:00;1;550000;12864;12518;13569;13365
9;06.03.2020 0:00:00;1;550000;12841;12441;13792;13378
10;06.03.2020 0:00:00;1;550000;12632;12348;13716;13311
11;06.03.2020 0:00:00;1;550000;12504;12206;12993;13113
12;06.03.2020 0:00:00;1;550000;12228;12090;12831;12859
13;06.03.2020 0:00:00;1;550000;12192;12035;12911;12691
14;06.03.2020 0:00:00;1;550000;12003;11917;12830;12703
15;06.03.2020 0:00:00;1;550000;11726;11871;12803;12525
16;06.03.2020 0:00:00;1;550000;11844;11810;12801;12536
17;06.03.2020 0:00:00;1;550000;12404;12131;13242;13048
18;06.03.2020 0:00:00;1;550000;13148;12910;14303;13834
19;06.03.2020 0:00:00;1;550000;12881;12958;13652;13684
20;06.03.2020 0:00:00;1;550000;12811;12666;13951;13498
21;06.03.2020 0:00:00;1;550000;12384;12130;13642;12932
22;06.03.2020 0:00:00;1;550000;11692;11346;11545;11486
23;06.03.2020 0:00:00;1;550000;10901;10563;10857;10885
0;07.03.2020 0:00:00;1;550000;10522;10196;10159;10030
1;07.03.2020 0:00:00;1;550000;10056;9932;10033;9832
2;07.03.2020 0:00:00;1;550000;10029;9898;9795;9765
3;07.03.2020 0:00:00;1;550000;9887;9781;9810;9739
4;07.03.2020 0:00:00;1;550000;10108;10022;10098;9867
5;07.03.2020 0:00:00;1;550000;10295;10314;9824;9856
6;07.03.2020 0:00:00;1;550000;10522;10676;10639;10629
7;07.03.2020 0:00:00;1;550000;11250;11293;11314;10967
8;07.03.2020 0:00:00;1;550000;11832;11885;12472;12066
9;07.03.2020 0:00:00;1;550000;11912;11961;12798;12481
10;07.03.2020 0:00:00;1;550000;11875;11907;12775;12518
11;07.03.2020 0:00:00;1;550000;11767;11669;12480;12328
12;07.03.2020 0:00:00;1;550000;11663;11549;12444;12257
13;07.03.2020 0:00:00;1;550000;11454;11448;12213;12055
14;07.03.2020 0:00:00;1;550000;11377;11416;12095;11890
15;07.03.2020 0:00:00;1;550000;11422;11371;12194;11930
16;07.03.2020 0:00:00;1;550000;11279;11348;12172;12142
17;07.03.2020 0:00:00;1;550000;11689;11802;12721;12358
18;07.03.2020 0:00:00;1;550000;12636;12624;13804;13448
19;07.03.2020 0:00:00;1;550000;12688;12522;13578;13405
20;07.03.2020 0:00:00;1;550000;12469;12412;13357;13125
21;07.03.2020 0:00:00;1;550000;12060;12009;12379;12495
22;07.03.2020 0:00:00;1;550000;11426;11312;11347;11532
23;07.03.2020 0:00:00;1;550000;10693;10556;10961;10662
0;08.03.2020 0:00:00;1;550000;10222;10184;9624;9388
1;08.03.2020 0:00:00;1;550000;9958;9964;9057;8905
2;08.03.2020 0:00:00;1;550000;9724;9805;8933;8629
3;08.03.2020 0:00:00;1;550000;9600;9750;8862;8597
4;08.03.2020 0:00:00;1;550000;9869;9717;9007;8595
5;08.03.2020 0:00:00;1;550000;10135;9995;8848;8623
6;08.03.2020 0:00:00;1;550000;10141;10296;9167;9402
7;08.03.2020 0:00:00;1;550000;10681;10871;9759;9805
8;08.03.2020 0:00:00;1;550000;11175;11321;11076;10705
9;08.03.2020 0:00:00;1;550000;11388;11372;11343;10950
10;08.03.2020 0:00:00;1;550000;11168;11150;11422;11158
11;08.03.2020 0:00:00;1;550000;11015;11184;11272;11040
12;08.03.2020 0:00:00;1;550000;10992;10861;11200;10821
13;08.03.2020 0:00:00;1;550000;10625;10806;11084;10689
14;08.03.2020 0:00:00;1;550000;10598;10749;10836;10608
15;08.03.2020 0:00:00;1;550000;10540;10817;10871;10823
16;08.03.2020 0:00:00;1;550000;10419;10622;10437;10394
17;08.03.2020 0:00:00;1;550000;11034;10898;10912;10814
18;08.03.2020 0:00:00;1;550000;12071;12063;11819;11938
19;08.03.2020 0:00:00;1;550000;12005;12088;11656;11916
20;08.03.2020 0:00:00;1;550000;11709;11832;11622;11629
21;08.03.2020 0:00:00;1;550000;11596;11372;11448;11216
22;08.03.2020 0:00:00;1;550000;11051;10771;10965;10572
23;08.03.2020 0:00:00;1;550000;10368;10180;9241;9348
0;09.03.2020 0:00:00;1;550000;9988;9986;9013;8836
1;09.03.2020 0:00:00;1;550000;9614;9630;8969;8572
2;09.03.2020 0:00:00;1;550000;9420;9587;8514;8557
3;09.03.2020 0:00:00;1;550000;9524;9514;8799;8351
4;09.03.2020 0:00:00;1;550000;9540;9568;8454;8193
5;09.03.2020 0:00:00;1;550000;10048;9774;8642;8288
6;09.03.2020 0:00:00;1;550000;9866;10062;9098;9351
7;09.03.2020 0:00:00;1;550000;10669;10560;9893;9541
8;09.03.2020 0:00:00;1;550000;11219;11091;10409;10067
9;09.03.2020 0:00:00;1;550000;11455;11240;11274;11329
10;09.03.2020 0:00:00;1;550000;11528;11194;11633;11398
11;09.03.2020 0:00:00;1;550000;11370;11153;11561;11303
12;09.03.2020 0:00:00;1;550000;11255;11141;11476;11278
13;09.03.2020 0:00:00;1;550000;11113;11052;11289;10854
14;09.03.2020 0:00:00;1;550000;10955;10837;11149;10813
15;09.03.2020 0:00:00;1;550000;10868;10859;10926;10795
16;09.03.2020 0:00:00;1;550000;10924;10894;11036;10845
17;09.03.2020 0:00:00;1;550000;11453;11294;11725;11526
18;09.03.2020 0:00:00;1;550000;12431;12274;12667;12289
19;09.03.2020 0:00:00;1;550000;12534;12216;12662;12140
20;09.03.2020 0:00:00;1;550000;12465;12060;12370;11950
21;09.03.2020 0:00:00;1;550000;11741;11775;11958;11714
22;09.03.2020 0:00:00;1;550000;10954;11221;10199;10807
23;09.03.2020 0:00:00;1;550000;10157;10528;9602;9729
0;10.03.2020 0:00:00;1;550000;9768;9844;9314;9283
1;10.03.2020 0:00:00;1;550000;9508;9546;9017;9000
2;10.03.2020 0:00:00;1;550000;9440;9368;9102;8790
3;10.03.2020 0:00:00;1;550000;9414;9356;9106;8719
4;10.03.2020 0:00:00;1;550000;9669;9514;9525;9149
5;10.03.2020 0:00:00;1;550000;10335;10138;9644;9276
6;10.03.2020 0:00:00;1;550000;10870;10928;10625;10764
7;10.03.2020 0:00:00;1;550000;11594;11556;11470;11172
8;10.03.2020 0:00:00;1;550000;12089;12053;12547;12253
9;10.03.2020 0:00:00;1;550000;12115;12160;12771;12696
10;10.03.2020 0:00:00;1;550000;11873;11975;12204;12185
11;10.03.2020 0:00:00;1;550000;11691;11850;12204;12060
12;10.03.2020 0:00:00;1;550000;11679;11761;12103;11909
13;10.03.2020 0:00:00;1;550000;11579;11576;11972;11796
14;10.03.2020 0:00:00;1;550000;11571;11380;12010;11745
15;10.03.2020 0:00:00;1;550000;11491;11470;11462;11678
16;10.03.2020 0:00:00;1;550000;11256;11437;11839;11659
17;10.03.2020 0:00:00;1;550000;11708;11813;11884;11725
18;10.03.2020 0:00:00;1;550000;12607;12560;12678;12481
19;10.03.2020 0:00:00;1;550000;12598;12576;12465;12239
20;10.03.2020 0:00:00;1;550000;12395;12361;12054;12100
21;10.03.2020 0:00:00;1;550000;11851;11953;11727;11828
22;10.03.2020 0:00:00;1;550000;11152;11082;10582;10408
23;10.03.2020 0:00:00;1;550000;10391;10377;9493;9317
0;11.03.2020 0:00:00;1;550000;9799;9827;10325;10094
1;11.03.2020 0:00:00;1;550000;9789;9615;9929;9681
2;11.03.2020 0:00:00;1;550000;9531;9542;10073;9733
3;11.03.2020 0:00:00;1;550000;9701;9488;10104;9754
4;11.03.2020 0:00:00;1;550000;10027;9784;10055;9741
5;11.03.2020 0:00:00;1;550000;10430;10386;10192;9866
6;11.03.2020 0:00:00;1;550000;11166;11090;10828;10534
7;11.03.2020 0:00:00;1;550000;11492;11697;11061;10897
8;11.03.2020 0:00:00;1;550000;12069;12198;11816;11751
9;11.03.2020 0:00:00;1;550000;11951;12252;11848;11779
10;11.03.2020 0:00:00;1;550000;11894;11972;11655;11607
11;11.03.2020 0:00:00;1;550000;11654;11705;11656;11500
12;11.03.2020 0:00:00;1;550000;11495;11572;11725;11429
13;11.03.2020 0:00:00;1;550000;11639;11499;11539;11282
14;11.03.2020 0:00:00;1;550000;11441;11377;11511;11199
15;11.03.2020 0:00:00;1;550000;11475;11375;11417;11104
16;11.03.2020 0:00:00;1;550000;11514;11296;11298;10996
17;11.03.2020 0:00:00;1;550000;11785;11634;11308;11266
18;11.03.2020 0:00:00;1;550000;12686;12664;12392;12399
19;11.03.2020 0:00:00;1;550000;12817;12668;12271;11948
20;11.03.2020 0:00:00;1;550000;12526;12518;11975;11898
21;11.03.2020 0:00:00;1;550000;11918;11880;11655;11477
22;11.03.2020 0:00:00;1;550000;11202;11131;10727;10419
23;11.03.2020 0:00:00;1;550000;10500;10486;10042;9931
0;12.03.2020 0:00:00;1;550000;9816;9914;10150;9794
1;12.03.2020 0:00:00;1;550000;9931;9691;9328;9048
2;12.03.2020 0:00:00;1;550000;9686;9550;9190;8889
3;12.03.2020 0:00:00;1;550000;9608;9579;9447;8998
4;12.03.2020 0:00:00;1;550000;10013;9799;9801;9290
5;12.03.2020 0:00:00;1;550000;10414;10406;10224;10022
6;12.03.2020 0:00:00;1;550000;11097;11057;10879;10706
7;12.03.2020 0:00:00;1;550000;11825;11643;11158;11031
8;12.03.2020 0:00:00;1;550000;12086;12099;12050;11861
9;12.03.2020 0:00:00;1;550000;12326;12164;12245;12031
10;12.03.2020 0:00:00;1;550000;12135;11999;11923;11672
11;12.03.2020 0:00:00;1;550000;11838;11778;12033;11684
12;12.03.2020 0:00:00;1;550000;11928;11675;11875;11569
13;12.03.2020 0:00:00;1;550000;11774;11622;11786;11550
14;12.03.2020 0:00:00;1;550000;11573;11559;11633;11479
15;12.03.2020 0:00:00;1;550000;11385;11553;11428;11282
16;12.03.2020 0:00:00;1;550000;11420;11509;11512;11199
17;12.03.2020 0:00:00;1;550000;11769;11787;11489;11301
18;12.03.2020 0:00:00;1;550000;12695;12679;12441;12582
19;12.03.2020 0:00:00;1;550000;12840;12632;12908;12453
20;12.03.2020 0:00:00;1;550000;12518;12431;12546;12339
21;12.03.2020 0:00:00;1;550000;12102;11930;11912;11836
22;12.03.2020 0:00:00;1;550000;11351;11202;11500;11065
23;12.03.2020 0:00:00;1;550000;10476;10485;11034;10743
0;13.03.2020 0:00:00;1;550000;10024;10020;9660;9400
1;13.03.2020 0:00:00;1;550000;9777;9667;9543;9131
2;13.03.2020 0:00:00;1;550000;9591;9596;9414;9019
3;13.03.2020 0:00:00;1;550000;9751;9563;9522;9105
4;13.03.2020 0:00:00;1;550000;9935;9814;9558;9266
5;13.03.2020 0:00:00;1;550000;10470;10347;9721;9387
6;13.03.2020 0:00:00;1;550000;11017;11046;10858;10487
7;13.03.2020 0:00:00;1;550000;11760;11597;11565;11261
8;13.03.2020 0:00:00;1;550000;12226;12093;12857;12688
9;13.03.2020 0:00:00;1;550000;12049;12118;13117;12841
10;13.03.2020 0:00:00;1;550000;11703;11890;12980;12789
11;13.03.2020 0:00:00;1;550000;11798;11619;12577;12326
12;13.03.2020 0:00:00;1;550000;11470;11482;12784;12479
13;13.03.2020 0:00:00;1;550000;11229;11438;12474;12465
14;13.03.2020 0:00:00;1;550000;11204;11286;12091;12106
15;13.03.2020 0:00:00;1;550000;11063;11168;12154;12184
16;13.03.2020 0:00:00;1;550000;11174;11167;12140;12252
17;13.03.2020 0:00:00;1;550000;11449;11464;12567;12348
18;13.03.2020 0:00:00;1;550000;12622;12505;13380;13028
19;13.03.2020 0:00:00;1;550000;12506;12485;12877;12941
20;13.03.2020 0:00:00;1;550000;12246;12238;12859;12714
21;13.03.2020 0:00:00;1;550000;11927;11854;11786;11591
22;13.03.2020 0:00:00;1;550000;11234;11112;11175;10797
23;13.03.2020 0:00:00;1;550000;10390;10345;9775;9826
0;14.03.2020 0:00:00;1;550000;9957;9881;9675;9796
1;14.03.2020 0:00:00;1;550000;9618;9631;9726;9093
2;14.03.2020 0:00:00;1;550000;9546;9532;8905;8675
3;14.03.2020 0:00:00;1;550000;9607;9538;9090;8641
4;14.03.2020 0:00:00;1;550000;9632;9623;9336;8875
5;14.03.2020 0:00:00;1;550000;10088;9826;9830;9510
6;14.03.2020 0:00:00;1;550000;10127;10230;10430;10201
7;14.03.2020 0:00:00;1;550000;10876;10895;11035;10748
8;14.03.2020 0:00:00;1;550000;11540;11428;11692;11473
9;14.03.2020 0:00:00;1;550000;11810;11589;12042;11814
10;14.03.2020 0:00:00;1;550000;11655;11543;12218;11871
11;14.03.2020 0:00:00;1;550000;11544;11447;12085;11824
12;14.03.2020 0:00:00;1;550000;11491;11344;11995;11738
13;14.03.2020 0:00:00;1;550000;11560;11228;12038;11655
14;14.03.2020 0:00:00;1;550000;11466;11172;11829;11628
15;14.03.2020 0:00:00;1;550000;11321;11373;11988;11647
16;14.03.2020 0:00:00;1;550000;11470;11350;12451;12103
17;14.03.2020 0:00:00;1;550000;11646;11697;12332;12184
18;14.03.2020 0:00:00;1;550000;12703;12420;12966;12969
19;14.03.2020 0:00:00;1;550000;12481;12409;13010;12835
20;14.03.2020 0:00:00;1;550000;12267;12263;13107;12858
21;14.03.2020 0:00:00;1;550000;11707;11821;12282;11941
22;14.03.2020 0:00:00;1;550000;11240;11189;11467;11040
23;14.03.2020 0:00:00;1;550000;10409;10366;10593;10128
0;15.03.2020 0:00:00;1;550000;10043;9968;10258;9997
1;15.03.2020 0:00:00;1;550000;9635;9690;9682;9296
2;15.03.2020 0:00:00;1;550000;9409;9598;8829;8582
3;15.03.2020 0:00:00;1;550000;9609;9542;8978;8566
4;15.03.2020 0:00:00;1;550000;9542;9649;9152;8772
5;15.03.2020 0:00:00;1;550000;9855;9865;9446;9415
6;15.03.2020 0:00:00;1;550000;10010;10220;10674;10154
7;15.03.2020 0:00:00;1;550000;10726;10808;10882;10683
8;15.03.2020 0:00:00;1;550000;11466;11335;11538;11285
9;15.03.2020 0:00:00;1;550000;11727;11602;11755;11651
10;15.03.2020 0:00:00;1;550000;11874;11754;12163;11868
11;15.03.2020 0:00:00;1;550000;11987;11596;12002;11780
12;15.03.2020 0:00:00;1;550000;11979;11572;12025;11606
13;15.03.2020 0:00:00;1;550000;11632;11796;12146;11710
14;15.03.2020 0:00:00;1;550000;11574;11822;12038;11694
15;15.03.2020 0:00:00;1;550000;11804;11674;11876;11563
16;15.03.2020 0:00:00;1;550000;11893;11665;11959;11555
17;15.03.2020 0:00:00;1;550000;12233;12125;12514;12228
18;15.03.2020 0:00:00;1;550000;13024;13060;13227;12964
19;15.03.2020 0:00:00;1;550000;13156;12936;13278;12831
20;15.03.2020 0:00:00;1;550000;12722;12739;13127;12697
21;15.03.2020 0:00:00;1;550000;12202;12210;12641;12307
22;15.03.2020 0:00:00;1;550000;11568;11492;11710;11507
23;15.03.2020 0:00:00;1;550000;10642;10716;10869;10787
0;16.03.2020 0:00:00;1;550000;10281;10349;10367;10176
1;16.03.2020 0:00:00;1;550000;9954;9970;9981;9762
2;16.03.2020 0:00:00;1;550000;9922;9871;9847;9590
3;16.03.2020 0:00:00;1;550000;9943;9900;9535;9450
4;16.03.2020 0:00:00;1;550000;10274;10118;10120;9773
5;16.03.2020 0:00:00;1;550000;10874;10756;10586;10282
6;16.03.2020 0:00:00;1;550000;11713;11571;11205;11136
7;16.03.2020 0:00:00;1;550000;12445;12306;11985;11831
8;16.03.2020 0:00:00;1;550000;13202;13080;13028;12714
9;16.03.2020 0:00:00;1;550000;13154;13263;13244;12956
10;16.03.2020 0:00:00;1;550000;13211;13185;13314;12936
11;16.03.2020 0:00:00;1;550000;13024;12998;12980;12760
12;16.03.2020 0:00:00;1;550000;13047;12889;12913;12681
13;16.03.2020 0:00:00;1;550000;12892;12774;12921;12595
14;16.03.2020 0:00:00;1;550000;12836;12755;12842;12495
15;16.03.2020 0:00:00;1;550000;12876;12768;12750;12453
16;16.03.2020 0:00:00;1;550000;12869;12696;12575;12339
17;16.03.2020 0:00:00;1;550000;13101;13065;12998;12773
18;16.03.2020 0:00:00;1;550000;13736;13844;13530;13457
19;16.03.2020 0:00:00;1;550000;13718;13717;13698;13382
20;16.03.2020 0:00:00;1;550000;13550;13405;13292;13072
21;16.03.2020 0:00:00;1;550000;12808;12857;12754;12672
22;16.03.2020 0:00:00;1;550000;12100;12085;12244;11894
23;16.03.2020 0:00:00;1;550000;11321;11390;11420;11263
0;17.03.2020 0:00:00;1;550000;10805;10795;10666;10266
1;17.03.2020 0:00:00;1;550000;10739;10538;10108;9538
2;17.03.2020 0:00:00;1;550000;10661;10398;9781;9457
3;17.03.2020 0:00:00;1;550000;10574;10442;10256;9588
4;17.03.2020 0:00:00;1;550000;10755;10787;10670;10564
